code,time,title,file_name,href,direct_link
600253,2013-06-04,天方药业：中国医药保健品股份有限公司换股吸收合并、发行股份购买资产并配套融资暨关联交易报告书（修订稿）,62552848,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62552848&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62552848.PDF
600253,2013-06-04,天方药业：北京市邦盛律师事务所关于中国医药保健品股份有限公司换股吸收合并河南天方药业股份有限公司的补充法律意见书(二),62552847,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62552847&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62552847.PDF
600253,2013-06-04,天方药业：北京市邦盛律师事务所关于中国医药保健品股份有限公司换股吸收合并河南天方药业股份有限公司的补充法律意见书,62552846,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62552846&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62552846.PDF
600253,2013-06-04,天方药业：中信建投证券股份有限公司《关于中国医药保健品股份有限公司换股吸收合并、发行股份购买资产并募集配套资金申请的反馈意见之回复》的核查意见,62552844,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62552844&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62552844.PDF
600253,2013-06-04,天方药业：关于重大资产重组事项获得中国证券监督管理委员会核准的公告,62552841,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62552841&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62552841.PDF
600253,2013-06-04,天方药业：中信建投证券股份有限公司关于中国医药保健品股份有限公司换股吸收合并公司暨关联交易之独立财务顾问报告,62552843,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62552843&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62552843.PDF
600253,2013-06-04,天方药业：中国医药保健品股份有限公司换股吸收合并、发行股份购买资产并配套融资暨关联交易报告书的修订说明,62552842,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62552842&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62552842.PDF
600253,2013-05-17,天方药业：关于调整现金选择权价格、换股价格及换股比例的公告,62498751,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62498751&announcementTime=2013-05-17,static.cninfo.com.cn/finalpage/2013-05-17/62498751.PDF
600253,2013-05-07,天方药业：2012年度利润分配实施公告,62465120,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62465120&announcementTime=2013-05-07,static.cninfo.com.cn/finalpage/2013-05-07/62465120.PDF
600253,2013-04-20,天方药业：2013年第一次临时股东大会的法律意见书,62394905,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62394905&announcementTime=2013-04-20,static.cninfo.com.cn/finalpage/2013-04-20/62394905.PDF
600253,2013-04-20,天方药业：2013年第一次临时股东大会会议决议公告,62394904,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62394904&announcementTime=2013-04-20,static.cninfo.com.cn/finalpage/2013-04-20/62394904.PDF
600253,2013-04-20,天方药业：关于2013年第一季度报告相关内容的更正公告,62394902,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62394902&announcementTime=2013-04-20,static.cninfo.com.cn/finalpage/2013-04-20/62394902.PDF
600253,2013-04-20,天方药业：2013年第一季度报告（修订版）,62394726,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62394726&announcementTime=2013-04-20,static.cninfo.com.cn/finalpage/2013-04-20/62394726.PDF
600253,2013-04-19,天方药业：2013年第一季度报告,62382811,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62382811&announcementTime=2013-04-19,static.cninfo.com.cn/finalpage/2013-04-19/62382811.PDF
600253,2013-04-13,天方药业：2013年第一次临时股东大会会议材料,62357072,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62357072&announcementTime=2013-04-13,static.cninfo.com.cn/finalpage/2013-04-13/62357072.PDF
600253,2013-04-12,天方药业：关于重大资产重组事项获得中国证监会并购重组审核委员会审核通过的公告,62351469,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62351469&announcementTime=2013-04-12,static.cninfo.com.cn/finalpage/2013-04-12/62351469.PDF
600253,2013-04-09,天方药业：2012年年度股东大会的法律意见书,62336616,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62336616&announcementTime=2013-04-09,static.cninfo.com.cn/finalpage/2013-04-09/62336616.PDF
600253,2013-04-09,天方药业：2012年度股东大会会议决议公告,62336614,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62336614&announcementTime=2013-04-09,static.cninfo.com.cn/finalpage/2013-04-09/62336614.PDF
600253,2013-04-09,天方药业：关于中国证监会并购重组审核委员会审核公司重大资产重组事项的停牌公告,62336615,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62336615&announcementTime=2013-04-09,static.cninfo.com.cn/finalpage/2013-04-09/62336615.PDF
600253,2013-04-03,天方药业：停牌公告,62320813,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62320813&announcementTime=2013-04-03,static.cninfo.com.cn/finalpage/2013-04-03/62320813.PDF
600253,2013-04-02,天方药业：2012年度股东大会会议材料,62312391,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62312391&announcementTime=2013-04-02,static.cninfo.com.cn/finalpage/2013-04-02/62312391.PDF
600253,2013-03-26,天方药业：独立董事关于关联交易事项的独立意见,62270912,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62270912&announcementTime=2013-03-26,static.cninfo.com.cn/finalpage/2013-03-26/62270912.PDF
600253,2013-03-26,天方药业：第五届董事会第十八次会议决议公告,62270909,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62270909&announcementTime=2013-03-26,static.cninfo.com.cn/finalpage/2013-03-26/62270909.PDF
600253,2013-03-26,天方药业：关于召开2013年第一次临时股东大会的通知,62270911,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62270911&announcementTime=2013-03-26,static.cninfo.com.cn/finalpage/2013-03-26/62270911.PDF
600253,2013-03-26,天方药业：关于2013年度日常关联交易公告,62270910,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62270910&announcementTime=2013-03-26,static.cninfo.com.cn/finalpage/2013-03-26/62270910.PDF
600253,2013-03-09,天方药业：诉讼进展公告,62197043,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62197043&announcementTime=2013-03-09,static.cninfo.com.cn/finalpage/2013-03-09/62197043.PDF
600253,2013-03-08,天方药业：2012年年度审计报告,62192931,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62192931&announcementTime=2013-03-08,static.cninfo.com.cn/finalpage/2013-03-08/62192931.PDF
